,DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,sat_score,AP Test Takers ,Total Exams Taken,Number of Exams with scores 3 4 or 5,Demographic,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Dropped Out - n,Dropped Out - % of cohort,schoolyear,total_enrollment,ell_num,ell_percent,asian_num,asian_per,black_num,black_per,hispanic_num,hispanic_per,white_num,white_per,male_num,male_per,female_num,female_per,boro,lat,lon
1928,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471.0,489.0,481.0,1441.0,65.0,87.0,18.0,Total Cohort,2006,82.0,71,86.6%,1,1.2%,20062007,165,2.0,1.2,30,18.2,21,12.7,53,32.1,52,31.5,65.0,39.4,100.0,60.6,Queens,40.765123273000476,-73.79005967599966
1929,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471.0,489.0,481.0,1441.0,65.0,87.0,18.0,Total Cohort,2006,82.0,71,86.6%,1,1.2%,20072008,355,4.0,1.1,63,17.7,30,8.5,105,29.6,147,41.4,145.0,40.8,210.0,59.2,Queens,40.765123273000476,-73.79005967599966
1930,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471.0,489.0,481.0,1441.0,65.0,87.0,18.0,Total Cohort,2006,82.0,71,86.6%,1,1.2%,20082009,445,3.0,0.7,82,18.4,40,9.0,129,29.0,194,43.6,183.0,41.1,262.0,58.9,Queens,40.765123273000476,-73.79005967599966
1931,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471.0,489.0,481.0,1441.0,65.0,87.0,18.0,Total Cohort,2006,82.0,71,86.6%,1,1.2%,20092010,561,5.0,0.9,108,19.3,56,10.0,142,25.3,244,43.5,244.0,43.5,317.0,56.5,Queens,40.765123273000476,-73.79005967599966
1932,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471.0,489.0,481.0,1441.0,65.0,87.0,18.0,Total Cohort,2006,82.0,71,86.6%,1,1.2%,20102011,568,4.0,0.7,109,19.2,47,8.3,122,21.5,287,50.5,246.0,43.3,322.0,56.7,Queens,40.765123273000476,-73.79005967599966
1933,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,63,471.0,489.0,481.0,1441.0,65.0,87.0,18.0,Total Cohort,2006,82.0,71,86.6%,1,1.2%,20112012,595,5.0,0.8,115,19.3,50,8.4,121,20.3,307,51.6,251.0,42.2,344.0,57.8,Queens,40.765123273000476,-73.79005967599966
1934,25Q425,JOHN BOWNE HIGH SCHOOL,558,397.0,451.0,395.0,1243.0,176.0,229.0,116.0,Total Cohort,2006,688.0,386,56.1%,142,20.6%,20052006,3326,702.0,21.1,832,25.0,705,21.2,1547,46.5,167,5.0,1663.0,50.0,1663.0,50.0,Queens,40.73869720300047,-73.82479482099967
1935,25Q425,JOHN BOWNE HIGH SCHOOL,558,397.0,451.0,395.0,1243.0,176.0,229.0,116.0,Total Cohort,2006,688.0,386,56.1%,142,20.6%,20062007,3188,639.0,20.0,739,23.2,715,22.4,1481,46.5,154,4.8,1592.0,49.9,1596.0,50.1,Queens,40.73869720300047,-73.82479482099967
1936,25Q425,JOHN BOWNE HIGH SCHOOL,558,397.0,451.0,395.0,1243.0,176.0,229.0,116.0,Total Cohort,2006,688.0,386,56.1%,142,20.6%,20072008,3049,756.0,24.8,711,23.3,730,23.9,1449,47.5,148,4.9,1488.0,48.8,1561.0,51.2,Queens,40.73869720300047,-73.82479482099967
1937,25Q425,JOHN BOWNE HIGH SCHOOL,558,397.0,451.0,395.0,1243.0,176.0,229.0,116.0,Total Cohort,2006,688.0,386,56.1%,142,20.6%,20082009,3127,739.0,23.6,755,24.1,752,24.0,1452,46.4,145,4.6,1580.0,50.5,1547.0,49.5,Queens,40.73869720300047,-73.82479482099967
1938,25Q425,JOHN BOWNE HIGH SCHOOL,558,397.0,451.0,395.0,1243.0,176.0,229.0,116.0,Total Cohort,2006,688.0,386,56.1%,142,20.6%,20092010,3114,777.0,25.0,858,27.6,707,22.7,1366,43.9,153,4.9,1547.0,49.7,1567.0,50.3,Queens,40.73869720300047,-73.82479482099967
1939,25Q425,JOHN BOWNE HIGH SCHOOL,558,397.0,451.0,395.0,1243.0,176.0,229.0,116.0,Total Cohort,2006,688.0,386,56.1%,142,20.6%,20102011,3471,879.0,25.3,1150,33.1,708,20.4,1420,40.9,179,5.2,1734.0,50.0,1737.0,50.0,Queens,40.73869720300047,-73.82479482099967
1940,25Q425,JOHN BOWNE HIGH SCHOOL,558,397.0,451.0,395.0,1243.0,176.0,229.0,116.0,Total Cohort,2006,688.0,386,56.1%,142,20.6%,20112012,3660,903.0,24.7,1257,34.3,702,19.2,1488,40.7,192,5.2,1801.0,49.2,1859.0,50.8,Queens,40.73869720300047,-73.82479482099967
1941,25Q460,FLUSHING HIGH SCHOOL,347,393.0,441.0,382.0,1216.0,324.0,424.0,136.0,Total Cohort,2006,588.0,332,56.5%,122,20.7%,20052006,2661,627.0,23.6,614,23.1,550,20.7,1302,48.9,140,5.3,1419.0,53.3,1242.0,46.7,Queens,40.765243471000474,-73.82785528199963
1942,25Q460,FLUSHING HIGH SCHOOL,347,393.0,441.0,382.0,1216.0,324.0,424.0,136.0,Total Cohort,2006,588.0,332,56.5%,122,20.7%,20062007,2545,523.0,20.6,549,21.6,489,19.2,1347,52.9,110,4.3,1358.0,53.4,1187.0,46.6,Queens,40.765243471000474,-73.82785528199963
1943,25Q460,FLUSHING HIGH SCHOOL,347,393.0,441.0,382.0,1216.0,324.0,424.0,136.0,Total Cohort,2006,588.0,332,56.5%,122,20.7%,20072008,2604,645.0,24.8,515,19.8,527,20.2,1444,55.5,108,4.1,1399.0,53.7,1205.0,46.3,Queens,40.765243471000474,-73.82785528199963
1944,25Q460,FLUSHING HIGH SCHOOL,347,393.0,441.0,382.0,1216.0,324.0,424.0,136.0,Total Cohort,2006,588.0,332,56.5%,122,20.7%,20082009,2616,629.0,24.0,489,18.7,530,20.3,1494,57.1,96,3.7,1437.0,54.9,1179.0,45.1,Queens,40.765243471000474,-73.82785528199963
1945,25Q460,FLUSHING HIGH SCHOOL,347,393.0,441.0,382.0,1216.0,324.0,424.0,136.0,Total Cohort,2006,588.0,332,56.5%,122,20.7%,20092010,2745,648.0,23.6,507,18.5,592,21.6,1509,55.0,95,3.5,1502.0,54.7,1243.0,45.3,Queens,40.765243471000474,-73.82785528199963
1946,25Q460,FLUSHING HIGH SCHOOL,347,393.0,441.0,382.0,1216.0,324.0,424.0,136.0,Total Cohort,2006,588.0,332,56.5%,122,20.7%,20102011,3041,655.0,21.5,584,19.2,750,24.7,1588,52.2,111,3.7,1718.0,56.5,1323.0,43.5,Queens,40.765243471000474,-73.82785528199963
1947,25Q460,FLUSHING HIGH SCHOOL,347,393.0,441.0,382.0,1216.0,324.0,424.0,136.0,Total Cohort,2006,588.0,332,56.5%,122,20.7%,20112012,3113,624.0,20.0,618,19.9,825,26.5,1551,49.8,101,3.2,1737.0,55.8,1376.0,44.2,Queens,40.765243471000474,-73.82785528199963
1948,25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621.0,651.0,638.0,1910.0,613.0,796.0,625.0,Total Cohort,2006,278.0,278,100%,0,0%,20052006,1048,88.209375,11.814323258869907,438,41.8,77,7.3,122,11.6,379,36.2,321.0,30.6,727.0,69.4,Queens,40.73440841000047,-73.82141748299966
1949,25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621.0,651.0,638.0,1910.0,613.0,796.0,625.0,Total Cohort,2006,278.0,278,100%,0,0%,20062007,1093,88.209375,11.814323258869907,524,47.9,86,7.9,129,11.8,354,32.4,331.0,30.3,762.0,69.7,Queens,40.73440841000047,-73.82141748299966
1950,25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621.0,651.0,638.0,1910.0,613.0,796.0,625.0,Total Cohort,2006,278.0,278,100%,0,0%,20072008,1093,88.209375,11.814323258869907,555,50.8,81,7.4,129,11.8,328,30.0,319.0,29.2,774.0,70.8,Queens,40.73440841000047,-73.82141748299966
1951,25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621.0,651.0,638.0,1910.0,613.0,796.0,625.0,Total Cohort,2006,278.0,278,100%,0,0%,20082009,1085,88.209375,11.814323258869907,553,51.0,68,6.3,129,11.9,309,28.5,324.0,29.9,761.0,70.1,Queens,40.73440841000047,-73.82141748299966
1952,25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621.0,651.0,638.0,1910.0,613.0,796.0,625.0,Total Cohort,2006,278.0,278,100%,0,0%,20092010,1108,88.209375,0.0,571,51.5,66,6.0,133,12.0,307,27.7,335.0,30.2,773.0,69.8,Queens,40.73440841000047,-73.82141748299966
1953,25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621.0,651.0,638.0,1910.0,613.0,796.0,625.0,Total Cohort,2006,278.0,278,100%,0,0%,20102011,1098,88.209375,11.814323258869907,587,53.5,62,5.6,139,12.7,288,26.2,343.0,31.2,755.0,68.8,Queens,40.73440841000047,-73.82141748299966
1954,25Q525,TOWNSEND HARRIS HIGH SCHOOL,278,621.0,651.0,638.0,1910.0,613.0,796.0,625.0,Total Cohort,2006,278.0,278,100%,0,0%,20112012,1140,0.0,0.0,633,55.5,67,5.9,147,12.9,280,24.6,330.0,28.9,810.0,71.1,Queens,40.73440841000047,-73.82141748299966
1955,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431.0,458.0,441.0,1330.0,77.0,112.0,43.0,Total Cohort,2006,159.0,90,56.6%,13,8.199999999999999%,20052006,446,18.0,4.0,94,21.1,63,14.1,120,26.9,158,35.4,214.0,48.0,232.0,52.0,Queens,40.72560316100049,-73.81072114699964
1956,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431.0,458.0,441.0,1330.0,77.0,112.0,43.0,Total Cohort,2006,159.0,90,56.6%,13,8.199999999999999%,20062007,460,11.0,2.4,87,18.9,63,13.7,143,31.1,151,32.8,227.0,49.3,233.0,50.7,Queens,40.72560316100049,-73.81072114699964
1957,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431.0,458.0,441.0,1330.0,77.0,112.0,43.0,Total Cohort,2006,159.0,90,56.6%,13,8.199999999999999%,20072008,604,32.0,5.3,132,21.9,95,15.7,192,31.8,169,28.0,309.0,51.2,295.0,48.8,Queens,40.72560316100049,-73.81072114699964
1958,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431.0,458.0,441.0,1330.0,77.0,112.0,43.0,Total Cohort,2006,159.0,90,56.6%,13,8.199999999999999%,20082009,665,30.0,4.5,176,26.5,95,14.3,214,32.2,178,26.8,335.0,50.4,330.0,49.6,Queens,40.72560316100049,-73.81072114699964
1959,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431.0,458.0,441.0,1330.0,77.0,112.0,43.0,Total Cohort,2006,159.0,90,56.6%,13,8.199999999999999%,20092010,723,34.0,4.7,199,27.5,89,12.3,237,32.8,193,26.7,376.0,52.0,347.0,48.0,Queens,40.72560316100049,-73.81072114699964
1960,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431.0,458.0,441.0,1330.0,77.0,112.0,43.0,Total Cohort,2006,159.0,90,56.6%,13,8.199999999999999%,20102011,739,48.0,6.5,208,28.1,84,11.4,250,33.8,196,26.5,395.0,53.5,344.0,46.5,Queens,40.72560316100049,-73.81072114699964
1961,25Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,99,431.0,458.0,441.0,1330.0,77.0,112.0,43.0,Total Cohort,2006,159.0,90,56.6%,13,8.199999999999999%,20112012,721,54.0,7.5,205,28.4,83,11.5,255,35.4,177,24.5,388.0,53.8,333.0,46.2,Queens,40.72560316100049,-73.81072114699964
1962,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480.0,545.0,489.0,1514.0,676.0,1145.0,796.0,Total Cohort,2006,981.0,786,80.099999999999994%,44,4.5%,20052006,4042,235.0,5.8,1734,42.9,720,17.8,556,13.8,883,21.8,1858.0,46.0,2184.0,54.0,Queens,40.752392424000455,-73.75608335799967
1963,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480.0,545.0,489.0,1514.0,676.0,1145.0,796.0,Total Cohort,2006,981.0,786,80.099999999999994%,44,4.5%,20062007,4155,204.0,4.9,1788,43.0,760,18.3,591,14.2,865,20.8,1944.0,46.8,2211.0,53.2,Queens,40.752392424000455,-73.75608335799967
1964,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480.0,545.0,489.0,1514.0,676.0,1145.0,796.0,Total Cohort,2006,981.0,786,80.099999999999994%,44,4.5%,20072008,3902,257.0,6.6,1764,45.2,708,18.1,608,15.6,781,20.0,1839.0,47.1,2063.0,52.9,Queens,40.752392424000455,-73.75608335799967
1965,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480.0,545.0,489.0,1514.0,676.0,1145.0,796.0,Total Cohort,2006,981.0,786,80.099999999999994%,44,4.5%,20082009,3970,216.0,5.4,1802,45.4,743,18.7,642,16.2,735,18.5,1857.0,46.8,2113.0,53.2,Queens,40.752392424000455,-73.75608335799967
1966,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480.0,545.0,489.0,1514.0,676.0,1145.0,796.0,Total Cohort,2006,981.0,786,80.099999999999994%,44,4.5%,20092010,4018,277.0,6.9,1802,44.8,755,18.8,680,16.9,691,17.2,1898.0,47.2,2120.0,52.8,Queens,40.752392424000455,-73.75608335799967
1967,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480.0,545.0,489.0,1514.0,676.0,1145.0,796.0,Total Cohort,2006,981.0,786,80.099999999999994%,44,4.5%,20102011,4063,266.0,6.5,1862,45.8,750,18.5,736,18.1,698,17.2,1943.0,47.8,2120.0,52.2,Queens,40.752392424000455,-73.75608335799967
1968,26Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,888,480.0,545.0,489.0,1514.0,676.0,1145.0,796.0,Total Cohort,2006,981.0,786,80.099999999999994%,44,4.5%,20112012,3912,240.0,6.1,1788,45.7,718,18.4,727,18.6,657,16.8,1853.0,47.4,2059.0,52.6,Queens,40.752392424000455,-73.75608335799967
1969,26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468.0,539.0,467.0,1474.0,697.0,1033.0,583.0,Total Cohort,2006,1209.0,897,74.2%,62,5.1%,20052006,4235,374.0,8.8,1966,46.4,570,13.5,874,20.6,817,19.3,2080.0,49.1,2155.0,50.9,Queens,40.74055571400049,-73.79284814599964
1970,26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468.0,539.0,467.0,1474.0,697.0,1033.0,583.0,Total Cohort,2006,1209.0,897,74.2%,62,5.1%,20062007,4500,476.0,10.6,2074,46.1,565,12.6,1010,22.4,775,17.2,2239.0,49.8,2261.0,50.2,Queens,40.74055571400049,-73.79284814599964
1971,26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468.0,539.0,467.0,1474.0,697.0,1033.0,583.0,Total Cohort,2006,1209.0,897,74.2%,62,5.1%,20072008,4472,564.0,12.6,2138,47.8,540,12.1,1041,23.3,741,16.6,2230.0,49.9,2242.0,50.1,Queens,40.74055571400049,-73.79284814599964
1972,26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468.0,539.0,467.0,1474.0,697.0,1033.0,583.0,Total Cohort,2006,1209.0,897,74.2%,62,5.1%,20082009,4443,504.0,11.3,2148,48.3,475,10.7,1075,24.2,738,16.6,2172.0,48.9,2271.0,51.1,Queens,40.74055571400049,-73.79284814599964
1973,26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468.0,539.0,467.0,1474.0,697.0,1033.0,583.0,Total Cohort,2006,1209.0,897,74.2%,62,5.1%,20092010,4460,553.0,12.4,2206,49.5,433,9.7,1089,24.4,697,15.6,2149.0,48.2,2311.0,51.8,Queens,40.74055571400049,-73.79284814599964
1974,26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468.0,539.0,467.0,1474.0,697.0,1033.0,583.0,Total Cohort,2006,1209.0,897,74.2%,62,5.1%,20102011,4211,541.0,12.8,2171,51.6,351,8.3,1013,24.1,666,15.8,2061.0,48.9,2150.0,51.1,Queens,40.74055571400049,-73.79284814599964
1975,26Q430,FRANCIS LEWIS HIGH SCHOOL,934,468.0,539.0,467.0,1474.0,697.0,1033.0,583.0,Total Cohort,2006,1209.0,897,74.2%,62,5.1%,20112012,4152,546.0,13.2,2153,51.9,343,8.3,999,24.1,642,15.5,2043.0,49.2,2109.0,50.8,Queens,40.74055571400049,-73.79284814599964
1976,26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391.0,397.0,384.0,1172.0,71.0,101.0,15.0,Total Cohort,2006,755.0,474,62.8%,64,8.5%,20052006,3425,202.0,5.9,708,20.7,1861,54.3,507,14.8,142,4.1,1756.0,51.3,1669.0,48.7,Queens,40.73281710900046,-73.73965041299965
1977,26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391.0,397.0,384.0,1172.0,71.0,101.0,15.0,Total Cohort,2006,755.0,474,62.8%,64,8.5%,20062007,3285,167.0,5.1,657,20.0,1818,55.3,467,14.2,108,3.3,1703.0,51.8,1582.0,48.2,Queens,40.73281710900046,-73.73965041299965
1978,26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391.0,397.0,384.0,1172.0,71.0,101.0,15.0,Total Cohort,2006,755.0,474,62.8%,64,8.5%,20072008,3157,215.0,6.8,646,20.5,1724,54.6,458,14.5,100,3.2,1635.0,51.8,1522.0,48.2,Queens,40.73281710900046,-73.73965041299965
1979,26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391.0,397.0,384.0,1172.0,71.0,101.0,15.0,Total Cohort,2006,755.0,474,62.8%,64,8.5%,20082009,2950,209.0,7.1,644,21.8,1721,58.3,440,14.9,78,2.6,1582.0,53.6,1368.0,46.4,Queens,40.73281710900046,-73.73965041299965
1980,26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391.0,397.0,384.0,1172.0,71.0,101.0,15.0,Total Cohort,2006,755.0,474,62.8%,64,8.5%,20092010,2809,209.0,7.4,633,22.5,1638,58.3,418,14.9,66,2.3,1508.0,53.7,1301.0,46.3,Queens,40.73281710900046,-73.73965041299965
1981,26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391.0,397.0,384.0,1172.0,71.0,101.0,15.0,Total Cohort,2006,755.0,474,62.8%,64,8.5%,20102011,2542,202.0,7.9,577,22.7,1506,59.2,380,14.9,61,2.4,1372.0,54.0,1170.0,46.0,Queens,40.73281710900046,-73.73965041299965
1982,26Q435,MARTIN VAN BUREN HIGH SCHOOL,334,391.0,397.0,384.0,1172.0,71.0,101.0,15.0,Total Cohort,2006,755.0,474,62.8%,64,8.5%,20112012,2390,237.0,9.9,576,24.1,1348,56.4,360,15.1,69,2.9,1298.0,54.3,1092.0,45.7,Queens,40.73281710900046,-73.73965041299965
1983,26Q495,BAYSIDE HIGH SCHOOL,708,462.0,523.0,464.0,1449.0,480.0,686.0,413.0,Total Cohort,2006,902.0,723,80.2%,58,6.4%,20052006,3623,290.0,8.0,1465,40.4,686,18.9,635,17.5,745,20.6,1759.0,48.6,1864.0,51.4,Queens,40.771867242000496,-73.78038695199967
1984,26Q495,BAYSIDE HIGH SCHOOL,708,462.0,523.0,464.0,1449.0,480.0,686.0,413.0,Total Cohort,2006,902.0,723,80.2%,58,6.4%,20062007,3908,295.0,7.5,1691,43.3,655,16.8,668,17.1,764,19.5,1919.0,49.1,1989.0,50.9,Queens,40.771867242000496,-73.78038695199967
1985,26Q495,BAYSIDE HIGH SCHOOL,708,462.0,523.0,464.0,1449.0,480.0,686.0,413.0,Total Cohort,2006,902.0,723,80.2%,58,6.4%,20072008,4072,369.0,9.1,1838,45.1,626,15.4,704,17.3,763,18.7,1942.0,47.7,2130.0,52.3,Queens,40.771867242000496,-73.78038695199967
1986,26Q495,BAYSIDE HIGH SCHOOL,708,462.0,523.0,464.0,1449.0,480.0,686.0,413.0,Total Cohort,2006,902.0,723,80.2%,58,6.4%,20082009,3723,238.0,6.4,1764,47.4,539,14.5,675,18.1,720,19.3,1728.0,46.4,1995.0,53.6,Queens,40.771867242000496,-73.78038695199967
1987,26Q495,BAYSIDE HIGH SCHOOL,708,462.0,523.0,464.0,1449.0,480.0,686.0,413.0,Total Cohort,2006,902.0,723,80.2%,58,6.4%,20092010,3575,267.0,7.5,1711,47.9,472,13.2,675,18.9,664,18.6,1670.0,46.7,1905.0,53.3,Queens,40.771867242000496,-73.78038695199967
1988,26Q495,BAYSIDE HIGH SCHOOL,708,462.0,523.0,464.0,1449.0,480.0,686.0,413.0,Total Cohort,2006,902.0,723,80.2%,58,6.4%,20102011,3628,255.0,7.0,1745,48.1,461,12.7,736,20.3,677,18.7,1740.0,48.0,1888.0,52.0,Queens,40.771867242000496,-73.78038695199967
1989,26Q495,BAYSIDE HIGH SCHOOL,708,462.0,523.0,464.0,1449.0,480.0,686.0,413.0,Total Cohort,2006,902.0,723,80.2%,58,6.4%,20112012,3308,190.0,5.7,1494,45.2,419,12.7,737,22.3,647,19.6,1633.0,49.4,1675.0,50.6,Queens,40.771867242000496,-73.78038695199967
1990,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425.0,434.0,420.0,1279.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,281.0,235,83.6%,9,3.2%,20052006,914,12.0,1.3,265,29.0,268,29.3,125,13.7,193,21.1,413.0,45.2,501.0,54.8,Queens,40.74490436100047,-73.72690964199967
1991,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425.0,434.0,420.0,1279.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,281.0,235,83.6%,9,3.2%,20062007,1085,21.0,1.9,303,27.9,351,32.4,164,15.1,220,20.3,483.0,44.5,602.0,55.5,Queens,40.74490436100047,-73.72690964199967
1992,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425.0,434.0,420.0,1279.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,281.0,235,83.6%,9,3.2%,20072008,1114,25.0,2.2,292,26.2,408,36.6,173,15.5,183,16.4,505.0,45.3,609.0,54.7,Queens,40.74490436100047,-73.72690964199967
1993,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425.0,434.0,420.0,1279.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,281.0,235,83.6%,9,3.2%,20082009,1137,32.0,2.8,297,26.1,483,42.5,170,15.0,181,15.9,524.0,46.1,613.0,53.9,Queens,40.74490436100047,-73.72690964199967
1994,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425.0,434.0,420.0,1279.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,281.0,235,83.6%,9,3.2%,20092010,1193,29.0,2.4,283,23.7,566,47.4,188,15.8,143,12.0,519.0,43.5,674.0,56.5,Queens,40.74490436100047,-73.72690964199967
1995,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425.0,434.0,420.0,1279.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,281.0,235,83.6%,9,3.2%,20102011,1230,28.0,2.3,292,23.7,579,47.1,193,15.7,158,12.8,555.0,45.1,675.0,54.9,Queens,40.74490436100047,-73.72690964199967
1996,26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",175,425.0,434.0,420.0,1279.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,281.0,235,83.6%,9,3.2%,20112012,1196,30.0,2.5,285,23.8,554,46.3,201,16.8,147,12.3,548.0,45.8,648.0,54.2,Queens,40.74490436100047,-73.72690964199967
1997,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387.0,385.0,373.0,1145.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,95.0,68,71.599999999999994%,4,4.2%,20052006,187,2.0,1.1,14,7.5,130,69.5,29,15.5,1,0.5,89.0,47.6,98.0,52.4,Queens,40.60198933600049,-73.76283432299965
1998,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387.0,385.0,373.0,1145.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,95.0,68,71.599999999999994%,4,4.2%,20062007,268,6.0,2.2,19,7.1,179,66.8,51,19.0,2,0.7,132.0,49.3,136.0,50.7,Queens,40.60198933600049,-73.76283432299965
1999,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387.0,385.0,373.0,1145.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,95.0,68,71.599999999999994%,4,4.2%,20072008,344,9.0,2.6,22,6.4,223,64.8,64,18.6,6,1.7,163.0,47.4,181.0,52.6,Queens,40.60198933600049,-73.76283432299965
2000,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387.0,385.0,373.0,1145.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,95.0,68,71.599999999999994%,4,4.2%,20082009,409,10.0,2.4,24,5.9,270,66.0,74,18.1,7,1.7,194.0,47.4,215.0,52.6,Queens,40.60198933600049,-73.76283432299965
2001,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387.0,385.0,373.0,1145.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,95.0,68,71.599999999999994%,4,4.2%,20092010,421,7.0,1.7,21,5.0,290,68.9,81,19.2,8,1.9,207.0,49.2,214.0,50.8,Queens,40.60198933600049,-73.76283432299965
2002,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387.0,385.0,373.0,1145.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,95.0,68,71.599999999999994%,4,4.2%,20102011,410,14.0,3.4,16,3.9,302,73.7,86,21.0,3,0.7,208.0,50.7,202.0,49.3,Queens,40.60198933600049,-73.76283432299965
2003,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,87,387.0,385.0,373.0,1145.0,129.98750867453157,198.6446911866759,154.64675592173018,Total Cohort,2006,95.0,68,71.599999999999994%,4,4.2%,20112012,445,18.0,4.0,17,3.8,298,67.0,120,27.0,6,1.3,234.0,52.6,211.0,47.4,Queens,40.60198933600049,-73.76283432299965
2004,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,74,432.0,419.0,401.0,1252.0,43.0,69.0,18.0,Total Cohort,2006,71.0,67,94.4%,0,0%,20052006,459,5.0,1.1,18,3.9,286,62.3,111,24.2,30,6.5,197.0,42.9,262.0,57.1,Queens,40.58600718700046,-73.82308944399965
2005,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,74,432.0,419.0,401.0,1252.0,43.0,69.0,18.0,Total Cohort,2006,71.0,67,94.4%,0,0%,20062007,500,6.0,1.2,25,5.0,301,60.2,135,27.0,37,7.4,211.0,42.2,289.0,57.8,Queens,40.58600718700046,-73.82308944399965
